"","PWSID","Maximum_sample_exceedence","Units","total_violations","SAMPLING_END_DATE"
"9897","NC0100459",0.302,"mg/L",2,"12/31/2000"
"9898","NC0100472",0.041,"mg/L",2,"12/31/1993"
"9899","PA3060043",0.016,"mg/L",1,"12/31/1993"
"9900","PA3060045",0.024,"mg/L",1,"12/31/1994"
"9901","PA3060070",0.018,"mg/L",1,"06/30/1994"
"9902","PA4560387",0.052,"mg/L",1,"12/31/1993"
"9903","PA1090078",0.029,"mg/L",1,"06/30/1992"
"9904","PA1090079",0.084,"mg/L",1,"06/30/1993"
"9905","PA1090093",0.059,"mg/L",1,"12/31/1993"
"9906","PA5020015",0.019,"mg/L",1,"12/31/1992"
"9907","PA5020018",0.021,"mg/L",1,"06/30/1993"
"9908","PA2080014",0.027,"mg/L",1,"12/31/1994"
"9909","PA2350066",0.222,"mg/L",4,"12/31/1995"
"9910","PA2350318",0.0437,"mg/L",2,"12/31/1995"
"9911","PA2350872",1.05,"mg/L",4,"06/30/1995"
"9912","PA2350897",0.017,"mg/L",1,"06/30/1995"
"9913","PA2400007",0.0155,"mg/L",2,"12/31/1995"
"9914","DE0000013",1.75,"mg/L",4,"06/30/1996"
"9915","DE0000067",3.62,"mg/L",1,"12/31/2000"
"9916","DE0000114",3.39,"mg/L",3,"10/21/1994"
"9917","NC0145152",2.1,"mg/L",4,"12/31/2004"
"9918","NC0150171",0.023,"mg/L",2,"12/31/2004"
"9919","NC0157015",0.021,"mg/L",2,"12/31/2004"
"9920","NC0158101",1.5,"mg/L",6,"12/31/2004"
"9921","NC0201475",3.8,"mg/L",15,"12/31/2004"
"9922","NC0217020",2.4,"mg/L",4,"12/31/2004"
"9923","NJ0409300",0.0199,"mg/L",1,"06/30/1994"
"9924","SC2810002",3.7,"mg/L",12,"12/31/1994"
"9925","NC0106103",4.3,"mg/L",17,"06/30/2004"
"9926","NC0114127",5.3,"mg/L",3,"06/30/2004"
"9927","NC0118295",0.019,"mg/L",4,"06/30/2004"
"9928","NC0136582",7.3,"mg/L",14,"06/30/2004"
"9929","NC0180594",2,"mg/L",5,"06/30/2004"
"9930","CA4500063",0.018,"mg/L",2,"06/30/2012"
"9931","PA5630040",0.018,"mg/L",1,"12/31/1993"
"9932","PA5630313",0.017,"mg/L",1,"12/31/1993"
"9933","PA5650026",0.0197,"mg/L",2,"06/30/1994"
"9934","PA5650027",0.023,"mg/L",1,"12/31/1993"
"9935","PA5650032",0.0253,"mg/L",1,"06/30/1992"
"9936","PA5650043",0.024,"mg/L",1,"12/31/1993"
"9937","MS0150011",1.659,"mg/L",1,"06/30/1994"
"9938","MS0160010",2.443,"mg/L",2,"06/30/1994"
"9939","MS0170006",1.448,"mg/L",1,"12/31/1993"
"9940","MS0170031",1.354,"mg/L",1,"12/31/1995"
"9941","MS0190004",2.118,"mg/L",1,"06/30/1994"
"9942","MS0200008",2.266,"mg/L",1,"12/31/1995"
"9943","MS0330001",2.284,"mg/L",2,"12/31/1993"
"9944","MS0330002",8.388,"mg/L",5,"12/31/1993"
"9945","MS0330004",2.318,"mg/L",2,"12/31/1999"
"9946","PA2520349",0.026,"mg/L",2,"12/31/1995"
"9947","PA2520868",0.055,"mg/L",2,"06/30/1995"
"9948","NJ0818367",0.0675,"mg/L",1,"12/31/1993"
"9949","PA5100125",0.0261,"mg/L",2,"12/31/1993"
"9950","PA5100129",0.026,"mg/L",1,"12/31/1993"
"9951","PA5100327",0.0157,"mg/L",1,"06/30/1994"
"9952","PA5100352",0.039,"mg/L",1,"12/31/1993"
"9953","NJ0435376",0.022,"mg/L",1,"12/31/1993"
"9954","MO4010551",0.0228,"mg/L",1,"12/31/2007"
"9955","NJ0436310",0.2135,"mg/L",1,"06/30/1994"
"9956","MO4010701",0.0204,"mg/L",1,"12/31/2007"
"9957","NJ0436337",0.435,"mg/L",1,"12/31/1993"
"9958","WI6270463",0.07405,"mg/L",4,"06/30/2008"
"9959","WI6270481",0.055,"mg/L",2,"12/31/1998"
"9960","WI6090447",2.745,"mg/L",3,"12/31/1993"
"9961","WI4310423",0.019,"mg/L",1,"12/31/1993"
"9962","WI4600547",0.288,"mg/L",2,"12/31/1993"
"9963","WI4690393",0.0365,"mg/L",3,"12/31/2001"
"9964","WI4690395",0.265,"mg/L",5,"12/31/1993"
"9965","WI4600637",0.0205,"mg/L",1,"12/31/1993"
"9966","WI4360439",0.035,"mg/L",1,"12/31/1999"
"9967","WI4360441",0.158,"mg/L",2,"06/30/1994"
"9968","WI6270249",0.0245,"mg/L",1,"06/30/1994"
"9969","WI6180288",0.05305,"mg/L",2,"12/31/2007"
"9970","WI6180289",1.91,"mg/L",3,"12/31/1993"
"9971","WI6100283",1.56,"mg/L",1,"06/30/1994"
"9972","WI6090550",8.84,"mg/L",12,"06/30/1997"
"9973","WI6090706",0.0179,"mg/L",1,"12/31/1993"
"9974","WI2650145",0.07,"mg/L",3,"12/31/2005"
"9975","WI7370752",0.0159,"mg/L",1,"12/31/1998"
"9976","WI7370773",0.170375,"mg/L",1,"06/30/2003"
"9977","WI7370928",1.615,"mg/L",5,"06/30/2003"
"9978","WI7370957",1.5,"mg/L",3,"12/31/2008"
"9979","WI7371102",2.435,"mg/L",1,"12/31/2010"
"9980","WI7371387",2.97,"mg/L",6,"12/31/1993"
"9981","WI7371477",1.747,"mg/L",7,"12/31/1996"
"9982","WI4080271",1.8,"mg/L",1,"12/31/1993"
"9983","WI4080353",0.0215,"mg/L",1,"12/31/1993"
"9984","WI4200469",1.484,"mg/L",2,"12/31/1992"
"9985","WI6470175",0.04635,"mg/L",2,"06/30/2010"
"9986","WI6470178",1.6,"mg/L",1,"12/31/1993"
"9987","WI2651407",2.35,"mg/L",7,"06/30/2004"
"9988","WI2651536",0.198,"mg/L",1,"04/09/2001"
"9989","WI2650148",0.09,"mg/L",1,"06/30/1994"
"9990","WI6170277",3.43,"mg/L",6,"12/31/1999"
"9991","WI7350304",0.0339,"mg/L",1,"10/03/2001"
"9992","WI7350579",2.65,"mg/L",6,"06/30/1996"
"9993","WI7350582",4.03,"mg/L",6,"12/31/2008"
"9994","WI7350614",2.08,"mg/L",2,"12/31/2006"
"9995","WI6120281",0.02,"mg/L",1,"12/31/1996"
"9996","WI6320556",2.91,"mg/L",12,"12/31/2009"
"9997","WI4700265",0.017,"mg/L",1,"12/31/1993"
"9998","WI6180300",4.305,"mg/L",2,"12/31/1993"
"9999","WI6420305",1.7,"mg/L",3,"12/31/2008"
"10000","WI4710457",0.017,"mg/L",1,"06/30/1992"
"10001","WI6420451",0.01784,"mg/L",1,"06/30/1994"
"10002","WI6480343",0.0155,"mg/L",1,"12/31/1995"
"10003","WI2682654",0.052,"mg/L",1,"12/31/1993"
"10004","WI2682735",0.0164,"mg/L",1,"12/31/1995"
"10005","WI2683440",1.45,"mg/L",1,"06/30/2005"
"10006","WI6170261",1.78,"mg/L",1,"12/31/1993"
"10007","WI4390476",0.053,"mg/L",3,"12/31/1996"
"10008","WI4390593",0.04,"mg/L",1,"12/31/1993"
"10009","WI7370156",5.74,"mg/L",6,"12/31/1995"
"10010","WI7370108",0.037,"mg/L",2,"12/31/2005"
"10011","WI7370159",1.69,"mg/L",14,"12/31/2009"
"10012","WI4450117",2.25,"mg/L",1,"12/31/1995"
"10013","WI4450278",0.062,"mg/L",1,"06/30/1994"
"10014","WI4200709",0.039,"mg/L",1,"12/31/1993"
"10015","WI4240120",0.019,"mg/L",1,"12/31/2001"
"10016","WI2681152",0.016,"mg/L",1,"06/30/1994"
"10017","WI7370471",0.024,"mg/L",1,"12/31/1996"
"10018","WI7370168",0.0242,"mg/L",6,"12/31/1999"
"10019","WI7370169",2.1,"mg/L",1,"12/31/1993"
"10020","WI7370691",3.61,"mg/L",8,"12/31/1993"
"10021","WI4050464",1.57,"mg/L",1,"12/31/1996"
"10022","WI7371500",1.55,"mg/L",4,"12/31/2006"
"10023","WI4450411",2.46,"mg/L",9,"12/31/1994"
"10024","WI6170300",2,"mg/L",9,"06/30/1996"
"10025","WI4151196",1.52,"mg/L",3,"12/31/2006"
"10026","WI4151198",0.042,"mg/L",2,"12/31/1993"
"10027","WI2650060",0.062,"mg/L",1,"12/31/1993"
"10028","WI2650062",2.3,"mg/L",9,"12/31/1992"
"10029","WI2521072",0.0298,"mg/L",2,"12/31/1995"
"10030","WI2521073",0.01915,"mg/L",1,"12/31/1998"
"10031","WI2521116",2.05,"mg/L",1,"12/31/2007"
"10032","WI6180480",3.63,"mg/L",5,"12/31/2004"
"10033","WI4711007",9.702,"mg/L",1,"12/31/2007"
"10034","WI7371892",0.0383,"mg/L",2,"06/30/2000"
"10035","WI7371905",1.69,"mg/L",1,"12/06/2001"
"10036","WI4600455",0.018,"mg/L",1,"06/30/1993"
"10037","WI4690402",1.4,"mg/L",1,"12/31/1992"
"10038","WI4690404",0.0239,"mg/L",1,"06/30/1994"
"10039","WI4700539",0.01575,"mg/L",1,"12/31/1993"
"10040","WI4360364",0.017,"mg/L",1,"12/31/1992"
"10041","WI4360517",0.161,"mg/L",1,"12/31/1996"
"10042","WI6060335",0.0316,"mg/L",2,"10/23/2001"
"10043","WI4200737",2.692,"mg/L",1,"12/31/1993"
"10044","WI4360427",0.023,"mg/L",6,"12/31/1993"
"10045","WI4360429",0.03,"mg/L",1,"06/30/1994"
"10046","WI4380167",0.041,"mg/L",2,"12/31/1993"
"10047","WI4360430",1.85,"mg/L",3,"12/31/1993"
"10048","WI4360431",3,"mg/L",15,"12/31/1993"
"10049","WI2683518",0.0182,"mg/L",1,"06/30/1994"
"10050","WI7340279",0.037,"mg/L",2,"12/31/1993"
"10051","WI7340280",0.13,"mg/L",1,"12/31/1993"
"10052","WI6170264",0.0238,"mg/L",1,"12/31/1993"
"10053","WI6170271",2.4,"mg/L",2,"06/30/1995"
"10054","WI4700274",0.095,"mg/L",3,"12/31/2004"
"10055","WI4710462",0.02495,"mg/L",1,"12/31/1997"
"10056","WI4710613",0.017,"mg/L",2,"12/31/1996"
"10057","WI4710627",0.0361,"mg/L",1,"12/31/1996"
"10058","WI6480345",0.03,"mg/L",1,"12/31/1993"
"10059","WI4600521",0.031,"mg/L",2,"12/31/1995"
"10060","WI4600436",1.82,"mg/L",9,"12/31/2006"
"10061","WI4450103",0.016985,"mg/L",1,"12/31/1995"
"10062","WI6170301",0.03,"mg/L",3,"12/31/2003"
"10063","WI6170378",1.98,"mg/L",1,"12/31/1993"
"10064","WI4150000",2.25,"mg/L",2,"10/02/2001"
"10065","WI6180295",0.0195,"mg/L",2,"12/31/1996"
"10066","WI6180326",0.0382,"mg/L",3,"06/30/1998"
"10067","WI6170445",1.905,"mg/L",5,"12/31/1993"
"10068","WI6180853",7.9,"mg/L",12,"06/30/2000"
"10069","WI6270244",1.52,"mg/L",5,"12/31/1992"
"10070","WI6270287",0.016,"mg/L",1,"12/31/1993"
"10071","WI7371300",7.645,"mg/L",9,"12/31/1993"
"10072","WI7371910",2.74,"mg/L",1,"06/30/2001"
"10073","WI7371912",0.0291,"mg/L",1,"12/31/2000"
"10074","WI7372062",0.109,"mg/L",5,"06/30/2006"
"10075","WI7370299",4.55,"mg/L",22,"06/30/2009"
"10076","WI7370368",0.14455,"mg/L",1,"12/31/1993"
"10077","WI6030127",1.5,"mg/L",3,"12/31/2005"
"10078","WI6030127",1.5,"mg/L",3,"06/30/2006"
"10079","WI4690403",0.018,"mg/L",1,"12/31/1993"
"10080","WI4690610",0.0381,"mg/L",1,"12/31/1993"
"10081","WI4690632",0.0295,"mg/L",1,"12/31/1993"
"10082","WI4690345",1.9,"mg/L",5,"12/31/1993"
"10083","WI4690359",0.0177,"mg/L",1,"12/31/1994"
"10084","WI6170591",3.5,"mg/L",7,"06/30/1996"
"10085","WI4450420",0.05775,"mg/L",1,"12/31/2006"
"10086","WI4590455",2.1,"mg/L",2,"12/31/1993"
"10087","WI2681105",0.03,"mg/L",3,"12/31/1993"
"10088","WI6030128",0.026,"mg/L",2,"12/31/1996"
"10089","WI6030129",4.21,"mg/L",1,"12/31/1993"
"10090","WI6490480",0.0527,"mg/L",2,"06/30/1994"
"10091","WI6480351",0.192,"mg/L",1,"12/31/1993"
"10092","WI4690391",0.037,"mg/L",2,"12/31/1992"
"10093","WI4600482",2.32,"mg/L",6,"06/30/1996"
"10094","WI4600520",0.021,"mg/L",1,"12/31/1995"
"10095","WI4690790",0.543,"mg/L",1,"12/31/1996"
"10096","WI4151160",0.016,"mg/L",1,"12/31/1998"
"10097","WI4151163",0.022,"mg/L",1,"06/30/1994"
"10098","WI4151195",0.0327,"mg/L",2,"06/30/1994"
"10099","WI6320485",0.0485,"mg/L",1,"12/31/1993"
"10100","WI6480350",0.0245,"mg/L",2,"12/31/1993"
"10101","WI6480545",0.025,"mg/L",1,"12/31/2010"
"10102","WI4380395",1.7,"mg/L",1,"06/30/1993"
"10103","WI4380411",0.016,"mg/L",1,"12/31/1993"
"10104","WI4380438",1.6,"mg/L",4,"12/31/1998"
"10105","WI4380438",1.6,"mg/L",4,"12/31/1993"
"10106","WI4430490",0.018,"mg/L",1,"12/31/1993"
"10107","WI4600439",0.034,"mg/L",2,"12/31/1993"
"10108","WI7370089",5.36,"mg/L",8,"06/30/1996"
"10109","WI7370102",0.0345,"mg/L",3,"12/31/1992"
"10110","WI7370148",1.86,"mg/L",1,"12/31/1993"
"10111","WI6180290",1.63,"mg/L",1,"12/31/1993"
"10112","WI6180297",6.16,"mg/L",5,"12/31/1993"
"10113","WI6320487",1.53,"mg/L",8,"06/30/1997"
"10114","WI6320546",0.0152,"mg/L",1,"12/31/2007"
"10115","WI6420302",2,"mg/L",2,"06/30/2001"
"10116","WI4700125",0.0403,"mg/L",1,"12/31/2006"
"10117","WI4200507",1.73375,"mg/L",2,"12/31/2010"
"10118","WI4200517",0.036,"mg/L",1,"06/30/2009"
"10119","WI4240255",0.0186,"mg/L",1,"12/31/1996"
"10120","WI4600444",0.026,"mg/L",2,"12/31/1995"
"10121","WI4600811",1.455,"mg/L",5,"12/31/2003"
"10122","WI4600447",2.05,"mg/L",2,"12/31/1999"
"10123","WI4590595",0.103,"mg/L",1,"06/30/1995"
"10124","WI6180230",0.018,"mg/L",1,"12/31/1998"
"10125","WI6180285",4.1,"mg/L",2,"12/31/2009"
"10126","WI6270299",3.8,"mg/L",5,"12/31/1993"
"10127","WI6320101",1.6,"mg/L",1,"02/28/2001"
"10128","WI6180359",2,"mg/L",1,"06/30/2003"
"10129","WI6180444",0.097,"mg/L",3,"12/31/1997"
"10130","WI6180362",7.675,"mg/L",4,"06/30/2001"
"10131","WI6180364",3.575,"mg/L",3,"06/30/1998"
"10132","WI6180432",3.23,"mg/L",3,"12/31/1995"
"10133","WI4710348",0.033,"mg/L",6,"12/31/2008"
"10134","WI4600354",0.019,"mg/L",1,"12/31/1992"
"10135","WI4600481",0.035,"mg/L",2,"12/31/2003"
"10136","WI6090709",4.285,"mg/L",3,"12/31/1993"
"10137","FL1030774",0.018,"mg/L",1,"06/30/1995"
"10138","WI6180677",0.016,"mg/L",1,"12/31/1998"
"10139","WI4700517",1.82,"mg/L",2,"08/16/2001"
"10140","WI4700518",0.043,"mg/L",4,"12/31/2004"
"10141","WI4360447",2.2,"mg/L",4,"12/31/1993"
"10142","WI4360554",0.035,"mg/L",1,"12/31/1993"
"10143","WI4360598",0.2384,"mg/L",3,"12/31/2007"
"10144","WI6100334",1.8,"mg/L",1,"12/31/1993"
"10145","WI6170265",1.8,"mg/L",1,"12/31/2004"
"10146","WI6100340",0.035085,"mg/L",1,"12/31/2003"
"10147","WI6100349",0.0175,"mg/L",1,"12/31/2006"
"10148","WI4700521",0.037,"mg/L",3,"12/31/2002"
"10149","WI4700521",0.037,"mg/L",3,"12/31/2002"
"10150","WI4710354",1.41,"mg/L",1,"12/31/2008"
"10151","WI4710357",0.0567,"mg/L",3,"12/31/2008"
"10152","WI4700779",0.03445,"mg/L",3,"12/31/2006"
"10153","WI2650800",0.0238,"mg/L",2,"12/31/1996"
"10154","WI2650135",0.03005,"mg/L",1,"06/30/2009"
"10155","WI2651014",0.02235,"mg/L",1,"06/30/1996"
"10156","WI6100326",1.39,"mg/L",1,"12/31/1993"
"10157","WI6100329",1.61,"mg/L",2,"12/31/1993"
"10158","WI4601234",0.0276,"mg/L",2,"12/31/1995"
"10159","WI4600446",2.75,"mg/L",5,"12/31/1992"
"10160","FL4501264",0.018,"mg/L",1,"06/30/1997"
"10161","FL6080175",0.029,"mg/L",2,"06/30/1997"
"10162","FL6274327",0.071,"mg/L",1,"12/31/1997"
"10163","WI6420458",0.0822,"mg/L",5,"06/30/2011"
"10164","WI6420297",2.55,"mg/L",7,"12/31/2004"
"10165","WI6420472",3.755,"mg/L",3,"12/31/1996"
"10166","WI6420300",2.81,"mg/L",3,"12/31/1993"
"10167","WI6470141",0.0926,"mg/L",3,"06/30/1994"
"10168","WI6270293",0.0288,"mg/L",2,"12/31/1997"
"10169","WI2682354",0.0355,"mg/L",1,"06/30/2009"
"10170","WI6030138",1.44,"mg/L",2,"06/30/1993"
"10171","FL2160857",0.031,"mg/L",1,"06/30/1995"
"10172","FL6530025",0.019,"mg/L",1,"12/31/1993"
"10173","FL6530027",0.06,"mg/L",1,"06/30/1994"
"10174","FL6530028",0.022,"mg/L",2,"06/30/1994"
"10175","FL6530030",0.033,"mg/L",1,"12/31/1993"
"10176","FL3424812",0.032,"mg/L",6,"12/31/1993"
"10177","FL6531955",0.017,"mg/L",1,"06/30/1994"
"10178","FL2381414",0.125,"mg/L",5,"12/31/2003"
"10179","FL3354878",0.026,"mg/L",2,"12/31/2003"
"10180","FL6092326",0.016,"mg/L",1,"12/31/2003"
"10181","FL1034077",0.024,"mg/L",3,"12/31/1994"
"10182","FL1170085",0.021,"mg/L",1,"12/31/1993"
"10183","FL3350417",0.02,"mg/L",1,"12/31/1994"
"10184","FL3350454",0.035,"mg/L",3,"06/30/1994"
"10185","FL3350507",0.038,"mg/L",1,"12/31/1993"
"10186","FL1670135",0.029,"mg/L",1,"12/31/1992"
"10187","FL3424648",0.022,"mg/L",1,"12/31/1993"
"10188","FL5360065",0.0526,"mg/L",1,"12/31/1993"
"10189","FL3314272",2.11,"mg/L",1,"06/30/1994"
"10190","FL5360097",0.031,"mg/L",1,"06/30/1994"
"10191","FL5360102",0.043,"mg/L",2,"12/31/1992"
"10192","FL5360144",0.022,"mg/L",1,"12/31/1993"
"10193","FL3350302",1.66,"mg/L",1,"12/31/1994"
"10194","FL5360172",0.018,"mg/L",3,"12/31/1992"
"10195","FL5360242",0.021,"mg/L",1,"12/31/1993"
"10196","FL5360253",0.062,"mg/L",1,"12/31/1993"
"10197","FL5360275",0.066,"mg/L",1,"12/31/1993"
"10198","FL5360299",0.057,"mg/L",1,"12/31/1993"
"10199","FL5284114",0.062,"mg/L",1,"12/31/1996"
"10200","FL6084007",0.017,"mg/L",1,"12/31/1996"
"10201","FL3480332",0.025,"mg/L",2,"06/30/1997"
"10202","VT0006727",2.67,"mg/L",2,"12/31/1997"
"10203","055294708",4.8,"mg/L",3,"12/31/2004"
"10204","055295503",1.7,"mg/L",2,"12/31/2004"
"10205","FL4500455",0.027,"mg/L",1,"12/31/1993"
"10206","FL4500530",0.0332,"mg/L",2,"06/30/1994"
"10207","FL4500537",0.0184,"mg/L",1,"06/30/1994"
"10208","FL6532384",0.0305,"mg/L",1,"12/31/1993"
"10209","FL6532439",0.0215,"mg/L",1,"06/30/1994"
"10210","FL6292662",0.029,"mg/L",1,"12/31/1996"
"10211","FL2150243",0.0151,"mg/L",1,"12/31/1997"
"10212","FL2160375",0.021,"mg/L",1,"12/31/1998"
"10213","VT0006681",5.99,"mg/L",7,"12/31/1995"
"10214","VT0006683",0.019,"mg/L",2,"12/31/1993"
"10215","FL4130662",0.08,"mg/L",8,"06/30/1998"
"10216","FL4565030",0.05,"mg/L",4,"06/30/1998"
"10217","FL6290388",1.49,"mg/L",2,"12/31/2004"
"10218","FL4134368",0.021,"mg/L",2,"12/31/2004"
"10219","FL1170525",0.175,"mg/L",3,"06/30/1992"
"10220","FL2454304",0.0175,"mg/L",1,"12/31/1995"
"10221","FL2634233",0.0195,"mg/L",1,"12/31/1995"
"10222","FL6294693",0.0212,"mg/L",2,"06/30/1997"
"10223","FL6532524",0.035,"mg/L",1,"12/31/1993"
"10224","FL3420781",1.7,"mg/L",2,"12/31/1999"
"10225","FL6294937",0.029,"mg/L",1,"12/31/1995"
"10226","FL6295079",0.0215,"mg/L",1,"12/31/1994"
"10227","VT0006690",0.32,"mg/L",2,"12/31/1993"
"10228","VT0008343",3.53,"mg/L",9,"12/31/1993"
"10229","VT0008345",2.1,"mg/L",4,"06/30/1994"
"10230","FL6530169",0.033,"mg/L",1,"06/30/1994"
"10231","FL6530214",0.119,"mg/L",1,"12/31/1993"
"10232","FL1170632",0.031,"mg/L",1,"12/31/1993"
"10233","FL1170908",0.04,"mg/L",2,"12/31/1993"
"10234","FL1200459",0.023,"mg/L",1,"12/31/1993"
"10235","VT0006658",1.82,"mg/L",8,"12/31/2000"
"10236","055294701",3.0758,"mg/L",11,"06/30/2004"
"10237","055295306",3.75,"mg/L",7,"12/31/2004"
"10238","VT0006686",0.104,"mg/L",2,"12/31/1993"
"10239","FL3424968",0.069,"mg/L",8,"06/30/1994"
"10240","FL3050979",0.106,"mg/L",7,"12/31/1995"
"10241","FL3054129",0.032,"mg/L",1,"06/30/1995"
"10242","FL3350172",0.0778,"mg/L",4,"06/30/1995"
"10243","FL3420318",0.25,"mg/L",5,"12/31/1995"
"10244","FL2014178",0.0235,"mg/L",1,"12/31/1993"
"10245","FL3490092",0.0432,"mg/L",1,"12/31/1999"
"10246","FL6530686",0.0153,"mg/L",1,"12/31/1996"
"10247","VT0020439",0.029,"mg/L",1,"12/31/2001"
"10248","FL3480045",0.0186,"mg/L",1,"12/31/1993"
"10249","FL3480061",0.0205,"mg/L",1,"12/31/1993"
"10250","FL3480084",0.0225,"mg/L",2,"12/31/1993"
"10251","FL3480453",0.0417,"mg/L",1,"12/31/1993"
"10252","FL3351402",1.63,"mg/L",1,"12/31/1992"
"10253","FL2024879",0.0153,"mg/L",1,"12/31/1993"
"10254","FL3351189",2.57,"mg/L",1,"12/31/1997"
"10255","FL3424895",0.037,"mg/L",5,"12/31/1993"
"10256","FL1460782",0.021,"mg/L",1,"12/31/1992"
"10257","FL1460829",0.12,"mg/L",2,"12/31/1993"
"10258","FL6292161",0.038,"mg/L",2,"06/30/1995"
"10259","FL4565022",0.023,"mg/L",3,"12/31/1996"
"10260","VT0020449",0.023,"mg/L",3,"12/31/1992"
"10261","FL2010212",0.0292,"mg/L",1,"12/31/1993"
"10262","FL3354020",0.016,"mg/L",1,"12/31/1993"
"10263","FL1394006",2.3,"mg/L",4,"10/18/1999"
"10264","FL2010201",1.541,"mg/L",2,"12/31/1993"
"10265","FL1660052",2.1375,"mg/L",3,"10/07/1999"
"10266","FL1464057",2.23,"mg/L",2,"12/31/1993"
"10267","FL2010483",1.493,"mg/L",1,"06/30/1994"
"10268","FL4504426",0.1,"mg/L",1,"12/31/1993"
"10269","FL4504442",0.035,"mg/L",1,"12/31/1993"
"10270","FL3481507",0.0336,"mg/L",1,"12/31/1996"
"10271","FL3354855",0.0194,"mg/L",1,"06/30/1994"
"10272","FL3354864",0.0315,"mg/L",1,"12/31/1993"
"10273","FL3354886",0.02,"mg/L",1,"12/31/1993"
"10274","FL3354892",0.021,"mg/L",1,"06/30/1994"
"10275","FL6531382",0.0335,"mg/L",1,"12/31/1993"
"10276","FL6531402",0.0195,"mg/L",1,"12/31/1993"
"10277","FL6531559",0.018,"mg/L",1,"06/30/1994"
"10278","FL3424779",0.035,"mg/L",1,"06/30/1995"
"10279","FL4130899",0.0257,"mg/L",1,"06/30/1996"
"10280","FL4130901",0.0334,"mg/L",2,"06/30/1996"
"10281","FL4131312",0.019,"mg/L",1,"12/31/1996"
"10282","VT0006695",0.045,"mg/L",2,"12/31/1993"
"10283","VT0006719",4.51,"mg/L",4,"12/31/1993"
"10284","FL3424658",0.023,"mg/L",1,"12/31/1993"
"10285","FL3424661",0.025,"mg/L",1,"12/31/1993"
"10286","FL1370172",0.041,"mg/L",1,"12/31/1993"
"10287","FL1370353",0.051,"mg/L",1,"12/31/1993"
"10288","FL1370393",0.016,"mg/L",1,"12/31/1992"
"10289","FL1370463",0.044,"mg/L",1,"12/31/1993"
"10290","FL4560069",0.0234,"mg/L",1,"12/31/1998"
"10291","FL6514353",0.02,"mg/L",2,"12/31/1994"
"10292","VT0008322",0.022,"mg/L",1,"12/31/2004"
"10293","FL6084075",0.0488,"mg/L",2,"12/31/1993"
"10294","FL6084076",0.034,"mg/L",1,"12/31/1993"
"10295","FL3354104",1.38,"mg/L",5,"09/30/1995"
"10296","FL6090076",0.017,"mg/L",1,"12/31/1993"
"10297","FL3424663",0.032,"mg/L",5,"12/31/1993"
"10298","FL3424694",0.02,"mg/L",1,"12/31/1993"
"10299","FL6531887",0.028,"mg/L",1,"12/31/1993"
"10300","FL6531894",0.019,"mg/L",1,"12/31/1993"
"10301","FL6531914",0.016,"mg/L",1,"12/31/1993"
"10302","FL5280155",0.031,"mg/L",1,"12/31/1995"
"10303","FL5360011",0.0205,"mg/L",2,"06/30/1995"
"10304","FL5360172",0.018,"mg/L",3,"12/31/1995"
"10305","FL1170126",2,"mg/L",1,"09/30/1996"
"10306","FL4501137",0.13,"mg/L",3,"12/31/1992"
"10307","FL1030728",2.15,"mg/L",3,"06/30/1996"
"10308","VT0020333",0.023,"mg/L",3,"12/31/1993"
"10309","VT0020344",0.016,"mg/L",2,"12/31/1993"
"10310","FL1464034",0.0759,"mg/L",2,"12/31/1993"
"10311","FL1570016",0.023,"mg/L",1,"12/31/1993"
"10312","FL1570042",0.044,"mg/L",2,"12/31/1992"
"10313","FL1570232",0.022,"mg/L",2,"12/31/1992"
"10314","FL3354060",0.016,"mg/L",1,"12/31/1993"
"10315","FL6514842",0.039,"mg/L",1,"12/31/1993"
"10316","FL4565158",0.1,"mg/L",3,"06/30/1994"
"10317","FL4565160",0.48,"mg/L",1,"12/31/1993"
"10318","FL5084082",0.496,"mg/L",2,"06/30/1994"
"10319","FL5110013",0.083,"mg/L",1,"12/31/1993"
"10320","FL2380188",1.49,"mg/L",1,"12/31/1993"
"10321","FL5110182",0.022,"mg/L",3,"06/30/1994"
"10322","AL0000535",1.57,"mg/L",2,"10/10/1995"
"10323","AL0000539",2.35,"mg/L",2,"01/14/1994"
"10324","AL0000604",7.41,"mg/L",2,"01/05/1994"
"10325","AL0000761",1.53,"mg/L",2,"03/22/1993"
"10326","AL0000766",2.14,"mg/L",2,"11/15/1993"
"10327","AL0000772",2.03,"mg/L",4,"07/27/1995"
"10328","AL0000789",2.16,"mg/L",4,"12/30/1992"
"10329","AL0000800",3.1,"mg/L",2,"11/09/1993"
"10330","AL0000805",1.88,"mg/L",2,"12/30/1992"
"10331","AL0000865",3.29,"mg/L",4,"01/12/1994"
"10332","AL0000897",1.45,"mg/L",2,"06/13/1994"
"10333","AL0000929",1.68,"mg/L",2,"01/07/1994"
"10334","AL0001004",1.6,"mg/L",2,"09/09/1994"
"10335","FL6511760",0.018,"mg/L",1,"06/30/1994"
"10336","FL6512064",0.018,"mg/L",1,"12/31/1993"
"10337","FL1324031",1.765,"mg/L",1,"09/30/1996"
"10338","FL1234011",6.09,"mg/L",5,"12/06/1999"
"10339","FL1170259",3.879,"mg/L",2,"12/31/1995"
"10340","FL4504041",0.021,"mg/L",1,"12/31/1993"
"10341","FL1374072",0.025,"mg/L",1,"12/31/1993"
"10342","FL1374079",0.038,"mg/L",3,"06/30/1994"
"10343","FL1390560",0.017,"mg/L",1,"12/31/1993"
